FCLTY_NM,RDNMADR_NM,CTPRVN_CD,SIGNGU_CD,FCLTY_LO,FCLTY_LA,AREA_NM,HMPG_URL,TEL_NO,REPRSNT_MENU_NM,MENU_PRC,BASE_DE
"아카라","서울특별시 강남구 논현동 272-31","11","11680","127.0399169","37.5101718","서울",,,"로바다야끼",,"20241231"
"서경도락","서울특별시 강남구 논현동 60","11","11680","127.0293669","37.5197599","서울",,,"직화소불고기",,"20241231"
"자연석돌구이","서울특별시 강남구 논현동 97-18","11","11680","127.0353227","37.5206852","서울",,,"대패삼겹살",,"20241231"
"우시야","서울특별시 강남구 논현로159길 11","11","11680","127.0272046","37.522912","서울",,,"A코스","59000","20241231"
"한추","서울특별시 강남구 논현로175길 68","11","11680","127.0234405","37.5241075","서울",,,"후라이드치킨","17000","20241231"
"킹콩 스테이크","서울특별시 강남구 논현로175길 69 원영빌딩","11","11680","127.0234579","37.5238505","서울",,,"함박스테이크 라이스 런치","8000","20241231"
"고래불 역삼점","서울특별시 강남구 논현로79길 62","11","11680","127.034042","37.4963219","서울",,,"동해돌문어숙회","45000","20241231"
"하오","서울특별시 강남구 대치동 895 4층","11","11680","127.0539061","37.5041798","서울",,,"북경오리",,"20241231"
"진대감","서울특별시 강남구 대치동 895-11","11","11680","127.0539805","37.5040317","서울",,,"차돌삼합",,"20241231"
"채근담","서울특별시 강남구 대치동 983","11","11680","127.0650207","37.5034299","서울",,,"비건한정식",,"20241231"
"맛자랑","서울특별시 강남구 대치동 987-7","11","11680","127.0631444","37.5002929","서울",,,"콩국수",,"20241231"
"초량돼지","서울특별시 강남구 대치동 996-14","11","11680","127.0657544","37.5086497","서울",,,"돼지껍데기",,"20241231"
"포브라더스","서울특별시 강남구 도곡동 424-5","11","11680","127.0442799","37.4830366","서울",,,"안심 쌀국수, 월남쌈",,"20241231"
"봉족발","서울특별시 강남구 도곡동 954-12","11","11680","127.0349171","37.4854832","서울",,,"이색족발",,"20241231"
"서경도락 도산대로점","서울특별시 강남구 도산대로 208","11","11680","127.03414","37.5210682","서울",,,"평양식 직화불고기","26000","20241231"
"호무랑","서울특별시 강남구 도산대로 442","11","11680","127.0436578","37.5233934","서울","https://srs.echosunhotel.com/homurang/intro.do?rstrntCode=HOMURANG",,"산마붓가케소바","24000","20241231"
"새벽집 청담동점","서울특별시 강남구 도산대로101길 6","11","11680","127.0529061","37.525518","서울","http://saebyukjip.modoo.at/",,"꽃등심(150g)","58000","20241231"
"듀자미","서울특별시 강남구 도산대로11길 28","11","11680","127.0225811","37.519367","서울",,,"카라멜 소금케이크(조각)","6700","20241231"
"배러댄비프","서울특별시 강남구 도산대로11길 5","11","11680","127.0222988","37.5178137","서울",,,"오리지널그릴드삼겹살","19000","20241231"
"베러댄비프","서울특별시 강남구 도산대로11길 5","11","11680","127.0222988","37.5178137","서울",,,"버라이어티 삼겹살","33200","20241231"
"달식탁","서울특별시 강남구 도산대로15길 11","11","11680","127.0237617","37.5190758","서울","http://dalsiktak.kr",,"조갯살이 들어간 방아잎전","28000","20241231"
"댈러스바베큐","서울특별시 강남구 도산대로15길 32-10 지하 1층","11","11680","127.0235436","37.5209049","서울","http://www.instagram.com/dallas_bbq",,"댈러스플래터","43000","20241231"
"C27 가로수길점","서울특별시 강남구 도산대로15길 39","11","11680","127.0232442","37.5207485","서울","https://www.instagram.com/27cheesecake/",,"치즈케이크","8900","20241231"
"두레국수","서울특별시 강남구 도산대로37길 28","11","11680","127.0315325","37.5228568","서울",,,"두레국수","8000","20241231"
"스시선수","서울특별시 강남구 도산대로45길 6 호림아트센터 2빌딩","11","11680","127.0363682","37.5228477","서울","http://sushisunsoo.modoo.at/",,"점심 스시세트","65000","20241231"
"도산분식 도산공원점","서울특별시 강남구 도산대로49길 10-6 젤로빌딩","11","11680","127.0378901","37.523692","서울","http://www.instagram.com/dosanbunsik",,"도산떡볶이","5500","20241231"
"리틀넥 청담점","서울특별시 강남구 도산대로51길 17","11","11680","127.0377654","37.5242307","서울","http://instagram.com/littleneckseoul",,"에그 베이컨 프레첼","12000","20241231"
"오아시스","서울특별시 강남구 도산대로55길 20","11","11680","127.0406188","37.5247834","서울","http://www.instagram.com/oasisbrunch",,"타이 누들 샐러드","22000","20241231"
"파스토","서울특별시 강남구 도산대로62길 17 지층 PASTO","11","11680","127.0430966","37.5222528","서울","http://www.pasto.kr/",,"SEA URCHIN","36000","20241231"
"밍글스","서울특별시 강남구 도산대로67길 19 힐탑빌딩 2층","11","11680","127.0441743","37.525389","서울","http://www.restaurant-mingles.com/",,"런치메뉴(재철 회 + 도토리묵 + 산초페스토 + 나주배 + 흑임자 + 돼지감자 규아상 + 모렐버섯 + 양지육수 + 오늘의 생선요리 + 제철 과일 타르트 + 떡갈비 반상 or 랍스터 or 다양한 부위의 한우 + 티 or 커피)","90000","20241231"
"테라13","서울특별시 강남구 도산대로90길 13","11","11680","127.0491532","37.5235011","서울",,,"블랙 트러플과 페스토 파케리","35000","20241231"
"영천영화","서울특별시 강남구 도산대로90길 3","11","11680","127.049586","37.5239654","서울","http://www.ycyh.co.kr",,"한우육회","32000","20241231"
"카퍼룸","서울특별시 강남구 봉은사로 410","11","11680","127.0453885","37.5102947","서울","http://www.instagram.com/copperroom_brewery",,"카퍼싱글","8000","20241231"
"봉화전","서울특별시 강남구 봉은사로 632","11","11680","127.064561","37.5146421","서울",,,"육전모듬","25000","20241231"
"옛골","서울특별시 강남구 봉은사로24길 12","11","11680","127.0325732","37.505949","서울",,,"꽁치 묵은지 찌개","18000","20241231"
"더블트러블","서울특별시 강남구 봉은사로4길 22 1층","11","11680","127.0263822","37.5033813","서울","http://www.instagram.com/double_trouble_korea",,"더블트러블","10900","20241231"
"대가","서울특별시 강남구 봉은사로4길 24","11","11680","127.0264275","37.5032837","서울",,,"만두전골 중","25000","20241231"
"이딸라시안","서울특별시 강남구 봉은사로4길 36 운현빌딩 지하 1층","11","11680","127.0268427","37.5024963","서울","https://www.facebook.com/italasian",,"채끝 등심 파히타(2인)","31000","20241231"
"토끼정 강남점","서울특별시 강남구 봉은사로6길 32","11","11680","127.0272897","37.5029721","서울","http://www.instagram.com/tokkijung_seoul",,"깻잎 불고기 사라다를 듬뿍 올려먹는 맛있는 밥","12500","20241231"
"바비레드 강남본점","서울특별시 강남구 봉은사로6길 39","11","11680","127.0279341","37.5026917","서울","http://www.facebook.com/mybobired",,"바비스테이크","20000","20241231"
"비야게레로","서울특별시 강남구 봉은사로78길 12","11","11680","127.0527842","37.5119628","서울",,,"까르니따 따꼬","4000","20241231"
"시추안하우스","서울특별시 강남구 삼성동 154-11","11","11680","127.0579536","37.5096735","서울",,,"사천요리",,"20241231"
"미인삼계탕","서울특별시 강남구 삼성동 159 코엑스 지하2층","11","11680","127.0588194","37.5125207","서울",,,"삼계탕",,"20241231"
"설로인","서울특별시 강남구 삼성동 48-4","11","11680","127.0503193","37.5136294","서울",,,"한우오마카세",,"20241231"
"외고집설렁탕","서울특별시 강남구 삼성로 555 알앤텍빌딩 1층","11","11680","127.0542654","37.5110777","서울","http://oegojip.modoo.at/",,"설렁탕","11000","20241231"
"고운님","서울특별시 강남구 삼성로81길 22","11","11680","127.0558701","37.5043403","서울",,,"갑오징어 데침","48000","20241231"
"청국장 서갈비","서울특별시 강남구 선릉로 420","11","11680","127.0502667","37.5025104","서울",,,"청국장","7000","20241231"
"토말","서울특별시 강남구 선릉로121길 13","11","11680","127.041216","37.5137157","서울",,,"보리굴비","25000","20241231"
"스위츠플레닛","서울특별시 강남구 선릉로131길 23","11","11680","127.0391027","37.5171927","서울",,,"얼그레이 롤케이크 piece","5500","20241231"
"대가방","서울특별시 강남구 선릉로145길 13","11","11680","127.0385322","37.521186","서울","http://daegabang.modoo.at/",,"탕수육","20000","20241231"
"현대정육식당","서울특별시 강남구 선릉로146길 5","11","11680","127.0401576","37.5219455","서울",,,"김치찌개","7000","20241231"
"옛날집","서울특별시 강남구 선릉로148길 38","11","11680","127.0426291","37.5226832","서울",,,"고갈비","22000","20241231"
"청담골","서울특별시 강남구 선릉로148길 48","11","11680","127.0433975","37.5227344","서울",,,"고등어 백반","10000","20241231"
"울프강 스테이크하우스","서울특별시 강남구 선릉로152길 21","11","11680","127.0414635","37.5244965","서울","http://wolfgangssteakhouse.co.kr/",,"포터하우스스테이크(1000g)","253000","20241231"
"레스쁘아 뒤 이부","서울특별시 강남구 선릉로152길 33","11","11680","127.0423009","37.5245501","서울",,,"오리다리 꽁피","48000","20241231"
"루비떡볶이","서울특별시 강남구 선릉로153길 21","11","11680","127.0376357","37.5246365","서울",,,"루비네 떡볶이","3500","20241231"
"이치에(Ichie)","서울특별시 강남구 선릉로155길 23-3","11","11680","127.0376804","37.5253822","서울",,,"사시미 모리와아세(모둠 생선회)","63000","20241231"
"오통영 청담점","서울특별시 강남구 선릉로158길 10 한나빌딩 지하2층","11","11680","127.040837","37.5254222","서울",,,"전복무쇠솥밥(2인)","44000","20241231"
"고센인코퍼레이티드 청담점","서울특별시 강남구 선릉로158길 18","11","11680","127.0414493","37.5252641","서울","https://www.i-goshen.com/",,"홍합 치즈 떡볶이","29000","20241231"
"갓포아키 청담점","서울특별시 강남구 선릉로162길 12","11","11680","127.0414632","37.526753","서울","https://instagram.com/kappo_akii?igshid=1kkcxn4tm15qa",,"모둠사시비 4피스","98000","20241231"
"아티장베이커스","서울특별시 강남구 선릉로64길 11-2","11","11680","127.0532687","37.4980851","서울",,,"라우겐 크로아상","3300","20241231"
"파이어벨","서울특별시 강남구 선릉로72길 13","11","11680","127.0522277","37.5003784","서울","https://www.facebook.com/FIREBELLBURGER",,"루키버거","7000","20241231"
"농민백암순대","서울특별시 강남구 선릉로86길 40-4","11","11680","127.0530043","37.5037129","서울",,,"국밥","7000","20241231"
"농민백암순대 본점","서울특별시 강남구 선릉로86길 40-4","11","11680","127.0530043","37.5037129","서울",,,"국밥","8000","20241231"
"정돈프리미엄","서울특별시 강남구 신사동 519-4","11","11680","127.0210494","37.5197745","서울",,,"로스, 히레",,"20241231"
"김복순큰남비집","서울특별시 강남구 신사동 522","11","11680","127.0199706","37.5207331","서울",,,"김치찌개",,"20241231"
"미드가르드","서울특별시 강남구 신사동 561-11 4층","11","11680","127.0250234","37.5191087","서울",,,"스테이크",,"20241231"
"개화옥등심","서울특별시 강남구 신사동 574-5","11","11680","127.0251772","37.5250127","서울",,,"한우 불고기 세트",,"20241231"
"청청","서울특별시 강남구 신사동 588-12","11","11680","127.0311082","37.5215066","서울",,,"골뱅이",,"20241231"
"한일관","서울특별시 강남구 신사동 619-4","11","11680","127.0324911","37.527824","서울",,,"불고기",,"20241231"
"스시마리","서울특별시 강남구 신사동 652-11","11","11680","127.0379418","37.5235892","서울",,,"스시오마카세",,"20241231"
"쉬림프팩토리","서울특별시 강남구 신사동 655-8","11","11680","127.0385522","37.5250424","서울",,,"쉬팩플래터, 스테이크",,"20241231"
"구스테이크 528","서울특별시 강남구 압구정로 108","11","11680","127.0205789","37.5229191","서울","http://www.facebook.com/goostk",,"드라이에이징 티본 (100g)","30000","20241231"
"악소","서울특별시 강남구 압구정로 151","11","11680","127.0244795","37.5262221","서울",,,"노말 브뢰헷","1200","20241231"
"대감왕족발","서울특별시 강남구 압구정로 216","11","11680","127.0310213","37.5280575","서울",,,"족발 소","25000","20241231"
"만두집","서울특별시 강남구 압구정로 338","11","11680","127.0389013","37.527921","서울","http://mandoojip.modoo.at/",,"만두전골","60000","20241231"
"투뿔등심(가로수길점)","서울특별시 강남구 압구정로12길 18","11","11680","127.0373028","37.5265851","서울","http://www.dinehill.co.kr/",,"숙성등심(150g)","34000","20241231"
"한일관","서울특별시 강남구 압구정로38길 14","11","11680","127.0324911","37.527824","서울","http://www.hanilkwan.co.kr/",,"불고기","29000","20241231"
"카페 노티드 청담점","서울특별시 강남구 압구정로46길 53 미래빌딩 1층","11","11680","127.0361712","37.5251059","서울","http://instagram.com/cafeknotted",,"노티드그린","6500","20241231"
"백곰막걸리&양조장","서울특별시 강남구 압구정로48길 39","11","11680","127.0370724","37.525931","서울","http://whitebear.modoo.at/",,"연잎 간재미찜","24000","20241231"
"삐아프","서울특별시 강남구 압구정로4길 27-3","11","11680","127.0207197","37.5215457","서울","http://blog.naver.com/bulabog",,"봉봉 6구 세트","16500","20241231"
"개화옥","서울특별시 강남구 압구정로50길 7","11","11680","127.0386098","37.5277455","서울","http://blog.naver.com/koreafood_gaewhaok",,"된장국수","8000","20241231"
"볼트82","서울특별시 강남구 압구정로72길 22","11","11680","127.0449728","37.5250201","서울","https://vault82.modoo.at",,"포터하우스 100g (최소주문 800g)","26000","20241231"
"마코토 청담점","서울특별시 강남구 압구정로80길 37","11","11680","127.0435585","37.524384","서울","http://blog.naver.com/bladiyong",,"특사시미 모리아와세","149000","20241231"
"양식당더램키친","서울특별시 강남구 압구정로8길 5","11","11680","127.0213451","37.5230239","서울",,,"양갈비","28600","20241231"
"짱이네산곰장어","서울특별시 강남구 언주로 605","11","11680","127.0371983","37.5093696","서울",,,"산곰장어","17000","20241231"
"홈수끼 학동점","서울특별시 강남구 언주로 708","11","11680","127.0357018","37.5163933","서울",,,"런치A코스(평일/ 오늘의 스프 + 모듬채소 + 소고기등심 + 모듬해물 + 칼국수 또는 죽 + 후식)","22800","20241231"
"한성칼국수","서울특별시 강남구 언주로 735","11","11680","127.0336858","37.5207829","서울",,,"새우전","22000","20241231"
"한성칼국수 논현점","서울특별시 강남구 언주로 735 국민은행 지하","11","11680","127.0336858","37.5207829","서울",,,"칼국수","9000","20241231"
"자연석돌구이","서울특별시 강남구 언주로148길 9","11","11680","127.0353227","37.5206852","서울",,,"대패삼겹살","12000","20241231"
"Just Steak","서울특별시 강남구 언주로152길 11-7","11","11680","127.0344011","37.5231314","서울",,,"T-Bone Steak (100g)","17300","20241231"
"더키친살바토레쿠오모","서울특별시 강남구 언주로164길 29","11","11680","127.0360229","37.5256572","서울","http://salvatorecuomo.kr",,"DOC피자","20000","20241231"
"더 키친 살바토레 쿠오모","서울특별시 강남구 언주로164길 29 영안빌딩 1층","11","11680","127.0360249","37.5256583","서울","http://salvatorecuomo.kr",,"D.O.C 피자","25000","20241231"
"갓포치유","서울특별시 강남구 언주로164길 34-2","11","11680","127.0361803","37.5252495","서울","http://instagram.com/kappo_chiyu",,"닭다리살 후라이","12000","20241231"
"왕자장어","서울특별시 강남구 언주로164길 35-4","11","11680","127.0365821","37.5255607","서울",,,"아나고구이 (1인분)","28000","20241231"
"스시코마츠","서울특별시 강남구 언주로165길 7-10","11","11680","127.0322584","37.5252173","서울",,,"런치 오마카세","80000","20241231"
"참한간장게장","서울특별시 강남구 언주로168길 15","11","11680","127.0348867","37.5264494","서울","http://www.chamhan.kr/",,"참한 모둠정식","39000","20241231"
"그라노","서울특별시 강남구 언주로168길 16","11","11680","127.0349309","37.5261518","서울",,,"어란파스타","44000","20241231"
"동경전통육개장","서울특별시 강남구 역삼1동 647-7","11","11680","127.0327226","37.5004257","서울",,,"육개장",,"20241231"
"대우식당","서울특별시 강남구 역삼동 641-18","11","11680","127.0352544","37.5027556","서울",,,"부대찌개",,"20241231"
"꽃새우영번지","서울특별시 강남구 역삼동 689-6","11","11680","127.0413738","37.5061946","서울",,,"새우",,"20241231"
"통영집","서울특별시 강남구 역삼동 696-31","11","11680","127.047394","37.5064786","서울",,,"도다리쑥국",,"20241231"
"강남목장","서울특별시 강남구 역삼동 725-25","11","11680","127.0403083","37.5003624","서울",,,"한우특수부위",,"20241231"
"강남목장","서울특별시 강남구 역삼동 725-25","11","11680","127.0403083","37.5003624","서울",,,"한우",,"20241231"
"현대북어찜황태전골","서울특별시 강남구 역삼동 738-11","11","11680","127.0371562","37.4988753","서울",,,"북어탕",,"20241231"
"새우상회","서울특별시 강남구 역삼동 820-2 2층","11","11680","127.0276172","37.4994631","서울",,,"양념새우",,"20241231"
"대낚식당","서울특별시 강남구 역삼로 137 1층 대낚식당","11","11680","127.0344748","37.4945632","서울","https://www.instagram.com/dae__nakk/",,"대낙새","22000","20241231"
"정육식당 대치점","서울특별시 강남구 역삼로 450","11","11680","127.0564316","37.5021852","서울",,,"생등심(200g)","37000","20241231"
"뜨락","서울특별시 강남구 영동대로142길 13-3","11","11680","127.0555561","37.5244137","서울","http://www.instagram.com/tteurak_jk",,"안심(150g)","48000","20241231"
"무등산","서울특별시 강남구 청담동 1-15","11","11680","127.0399604","37.5219183","서울",,,"육회비빔밥",,"20241231"
"청담정스시","서울특별시 강남구 청담동 122-30","11","11680","127.0498112","37.5254403","서울",,,"회전초밥",,"20241231"
"청담정스시","서울특별시 강남구 청담동 122-30","11","11680","127.0498112","37.5254403","서울",,,"초밥",,"20241231"
"청담골","서울특별시 강남구 청담동 19-17","11","11680","127.0433975","37.5227344","서울",,,"백반",,"20241231"
"동경육개장","서울특별시 강남구 테헤란로13길 8-3","11","11680","127.0327226","37.5004257","서울",,,"전통육개장","8000","20241231"
"강남돈까스","서울특별시 강남구 테헤란로1길 40 지하1층","11","11680","127.0272585","37.5009076","서울",,,"김치치즈나베","9000","20241231"
"대우식당","서울특별시 강남구 테헤란로25길 34","11","11680","127.0352544","37.5027556","서울",,,"등심스테이크","38000","20241231"
"미쓰양꼬치","서울특별시 강남구 테헤란로64길 26","11","11680","127.0515542","37.5031284","서울",,,"양꼬치","11000","20241231"
"하동관","서울특별시 강남구 테헤란로78길 16","11","11680","127.0553917","37.505202","서울",,,"곰탕 특","15000","20241231"
"반룡산","서울특별시 강남구 테헤란로78길 26","11","11680","127.0557921","37.504494","서울","http://www.banryongsan.com/",,"가릿국밥","8000","20241231"
"진미평양냉면","서울특별시 강남구 학동로 305-3","11","11680","127.036033","37.5161614","서울","https://jinmipy.modoo.at/",,"냉면","10000","20241231"
"삼성원조양곱창","서울특별시 강남구 학동로101길 7","11","11680","127.0576271","37.5208705","서울",,,"곱창","18000","20241231"
"제이피셰프다이어리","서울특별시 강남구 학동로3길 30 제이피셰프다이어리","11","11680","127.022071","37.5136912","서울","https://www.instagram.com/jp_chefdiary/",,"트러플파스타","29000","20241231"
"드럼통떡볶이","서울특별시 강동구 길동 412-8","11","11740","127.1392951","37.5368565","서울",,,"퓨전분식",,"20241231"
"까시","서울특별시 강동구 길동 414-3","11","11740","127.1375418","37.536744","서울",,,"삼치구이",,"20241231"
"버섯잔치집","서울특별시 강동구 성내동 549-4","11","11740","127.1256774","37.528287","서울",,,"버섯전골",,"20241231"
"고모네원조콩탕북어탕","서울특별시 강동구 풍성로57길 13","11","11740","127.1359348","37.5296633","서울",,,"콩국수","9000","20241231"
"제주도 아줌마네집","서울특별시 강동구 풍성로58길 34","11","11740","127.1351429","37.5274779","서울",,,"전복해물탕 소","30000","20241231"
"땡초닭발","서울특별시 강북구 수유동 178-28 1층","11","11305","127.0243263","37.6420276","서울",,,"닭발",,"20241231"
"장하촌","서울특별시 강서구 가양동 238-7","11","11305","126.8404323","37.5714443","서울",,,"짜장면",,"20241231"
"전주뜰콩나물국밥","서울특별시 강서구 공항동 672-10","11","11500","126.8160539","37.5551559","서울",,,"콩나물국밥",,"20241231"
"등촌최월선칼국수","서울특별시 강서구 등촌동 654-95","11","11500","126.8567056","37.55604","서울",,,"버섯매운탕",,"20241231"
"농실가","서울특별시 강서구 등촌동 674-2","11","11500","126.839278","37.5593356","서울",,,"갈비탕",,"20241231"
"광주똑손이아구찜","서울특별시 강서구 마곡동 722-3","11","11500","126.8378637","37.5594007","서울",,,"아귀찜",,"20241231"
"고성막국수","서울특별시 강서구 방화대로49길 6-7","11","11500","126.816106","37.5774609","서울",,,"물막국수","7000","20241231"
"방화동쭈꾸미마을","서울특별시 강서구 방화동 451-8","11","11500","126.811124","37.5741121","서울",,,"쭈꾸미",,"20241231"
"유림","서울특별시 강서구 염창동 5-17 유림보신원","11","11500","126.8669323","37.5594198","서울",,,"닭볶음탕",,"20241231"
"사당삼겹살","서울특별시 관악구 남현동 1061-13","11","11620","126.9811646","37.4750072","서울",,,"냉동삼겹살",,"20241231"
"봉천동진순자김밥","서울특별시 관악구 봉천동 894-2","11","11620","126.9474535","37.481267","서울",,,"계란말이김밥",,"20241231"
"페리카나","서울특별시 관악구 봉천동 914-3","11","11620","126.9459628","37.4809658","서울",,,"치킨",,"20241231"
"살몬마켓","서울특별시 관악구 봉천동 972-37","11","11620","126.9264022","37.4903422","서울",,,"연어",,"20241231"
"김영자나주곰탕","서울특별시 관악구 서림동 110-6","11","11620","126.9388285","37.4736271","서울",,,"나주곰탕",,"20241231"
"BBQ치킨","서울특별시 관악구 신림동 산56-1 서울특별시대학교 글로벌공학교육센터","11","11620","126.9506582","37.4548035","서울",,,"황금 올리브유치킨",,"20241231"
"남도포장마차","서울특별시 관악구 청룡2길 3","11","11620","126.9459167","37.4811942","서울",,,"꽃게+수제비탕","시가","20241231"
"논밭골 왕갈비탕","서울특별시 관악구 청룡길 30","11","11620","126.9459366","37.4804837","서울",,,"왕갈비탕","9000","20241231"
"해밀손칼국수","서울특별시 관악구 청림6길 20","11","11620","126.9591771","37.4866962","서울",,,"해밀손칼국수","5000","20241231"
"볏짚구이이야기","서울특별시 관악구 행운동 1666-2","11","11620","126.9608566","37.4810602","서울",,,"곰장어",,"20241231"
"원조숯불소금구이","서울특별시 광진구 광나루로12길 19","11","11620","127.0676173","37.5467351","서울",,,"돼지 치맛살","13000","20241231"
