FCLTY_NM,RDNMADR_NM,CTPRVN_CD,SIGNGU_CD,FCLTY_LO,FCLTY_LA,AREA_NM,HMPG_URL,TEL_NO,REPRSNT_MENU_NM,MENU_PRC,BASE_DE
"여자만","서울특별시 종로구 관훈동 88","11","11110","126.984831","37.5749465","서울",,,"꼬막",,"20241231"
"메이탄","서울특별시 종로구 교남동 50-1","11","11110","126.9646227","37.5685441","서울",,,"양장피",,"20241231"
"장모님해장국","서울특별시 종로구 구기동 253-1","11","11110","126.9556428","37.6088734","서울",,,"선지해장국",,"20241231"
"순라길","서울특별시 종로구 권농동 148","11","11110","126.9915282","37.5765182","서울",,,"홍어삼합",,"20241231"
"종로진낙지","서울특별시 종로구 낙원동 139","11","11110","126.9890993","37.5721078","서울",,,"철판낚지볶음",,"20241231"
"정돈","서울특별시 종로구 대학로9길 12","11","11110","127.0010901","37.5818114","서울","http://blog.naver.com/jungdon0916",,"안심돈까스","13000","20241231"
"미갈매기살","서울특별시 종로구 돈화문로11가길 7","11","11110","126.99106","37.5730178","서울",,,"갈미개실","10000","20241231"
"찬양집","서울특별시 종로구 돈화문로11다길 5","11","11110","126.9902793","37.5727914","서울","http://chanyangjip.modoo.at/",,"해물칼국수","6500","20241231"
"계림","서울특별시 종로구 돈화문로4길 39","11","11110","126.9945035","37.5701559","서울","http://gyaerim.cityfood.co.kr/",,"닭도리탕","24000","20241231"
"혜화양육관","서울특별시 종로구 명륜4가 36-1","11","11110","127.0008246","37.5825972","서울",,,"양꼬치",,"20241231"
"자하 손만두","서울특별시 종로구 백석동길 12","11","11110","126.9660427","37.5931183","서울",,,"만두전골소","37000","20241231"
"깡통만두","서울특별시 종로구 북촌로2길 5-6","11","11110","126.9860854","37.5781622","서울",,,"만두전골 중","30000","20241231"
"풍년쌀농산","서울특별시 종로구 북촌로5가길 32","11","11110","126.9817118","37.5809244","서울",,,"떡볶이순대튀김각","2500","20241231"
"큰기와집","서울특별시 종로구 북촌로5길 62","11","11110","126.9816218","37.5799325","서울",,,"진품간장게장","55000","20241231"
"사발","서울특별시 종로구 사직로8길 34","11","11110","126.9720944","37.5735869","서울","http://sabal.modoo.at/",,"닭국수","11000","20241231"
"백부장집닭한마리","서울특별시 종로구 삼봉로 100-1","11","11110","126.9826896","37.5718253","서울",,,"닭 한 마리 (2인분)","20000","20241231"
"백부장집 닭한마리","서울특별시 종로구 삼봉로 100-1","11","11110","126.9826896","37.5718253","서울",,,"닭한마리","20000","20241231"
"일미식당","서울특별시 종로구 삼일대로 428","11","11110","126.9876448","37.5722166","서울","http://cafe.naver.com/ilmicafe",,"청국장","7000","20241231"
"통나무식당","서울특별시 종로구 삼일대로 436-1","11","11110","126.9880298","37.5735933","서울",,,"아귀찜 중","45000","20241231"
"낙원떡집","서울특별시 종로구 삼일대로 438","11","11110","126.9879188","37.5737942","서울","http://www.낙원떡집.한국",,"쑥떡","1000","20241231"
"다락정","서울특별시 종로구 삼청동 127-4","11","11110","126.981505","37.5872361","서울",,,"만두전골",,"20241231"
"만정","서울특별시 종로구 삼청동 28-19","11","11110","126.9819846","37.5863185","서울",,,"소고기",,"20241231"
"병우네","서울특별시 종로구 삼청로7길 19-13","11","11110","126.9811173","37.5834899","서울",,,"민어조림 중","60000","20241231"
"평안도만두집","서울특별시 종로구 새문안로3길 30","11","11110","126.9732574","37.5727748","서울",,,"만두전골소","35000","20241231"
"광화문집","서울특별시 종로구 새문안로5길 12","11","11110","126.9749869","37.5713698","서울",,,"김치찌개","7000","20241231"
"우정낙지","서울특별시 종로구 서린동 127","11","11110","126.9795069","37.5694086","서울",,,"낙지볶음",,"20241231"
"조선김밥","서울특별시 종로구 소격동 159","11","11110","126.981637","37.5788045","서울",,,"조선김밥",,"20241231"
"크래프트루","서울특별시 종로구 수표로28길 17-7","11","11110","126.9894628","37.5730691","서울",,,"벌집통감자","18000","20241231"
"이문설농탕","서울특별시 종로구 우정국로 38-13","11","11110","126.9838928","37.5727333","서울","http://imun.modoo.at/",,"설렁탕","10000","20241231"
"비원떡집","서울특별시 종로구 율곡로 20","11","11110","126.9817117","37.5754863","서울",,,"쌍개피떡","1500","20241231"
"긴자바이린","서울특별시 종로구 율곡로1길 37","11","11110","126.9804722","37.5775789","서울",,,"특로스가츠정식","24000","20241231"
"이태리재","서울특별시 종로구 율곡로1길 74-9","11","11110","126.9817201","37.5787726","서울",,,"성게어란파스타","35000","20241231"
"조선김밥","서울특별시 종로구 율곡로3길 68","11","11110","126.9822022","37.5786226","서울",,,"조선김밥","4500","20241231"
"플러스 84","서울특별시 종로구 인사동16길 6","11","11110","126.98424","37.5750123","서울",,,"반미그릴레몬그라스포크","5900","20241231"
"두오모","서울특별시 종로구 자하문로16길 5","11","11110","126.9715615","37.5816557","서울",,,"시칠리안파스타","21000","20241231"
"서촌계단집","서울특별시 종로구 자하문로1길 15","11","11110","126.9714913","37.5763353","서울",,,"참꼬막","35000","20241231"
"안주마을","서울특별시 종로구 자하문로1길 5","11","11110","126.9721561","37.5764578","서울",,,"청어알젓두부","13000","20241231"
"취천루","서울특별시 종로구 자하문로7길 9","11","11110","126.9710396","37.5782701","서울",,,"고기만두","6000","20241231"
"포담","서울특별시 종로구 자하문로9길 11","11","11110","126.9705632","37.579332","서울",,,"샤오롱빠오","6500","20241231"
"따빠스구르메","서울특별시 종로구 자하문로9길 7","11","11110","126.9708871","37.5793908","서울","http://www.tapasgourmet.co.kr/",,"판콘토마테","5000","20241231"
"경원집족발","서울특별시 종로구 적선동 27","11","11110","126.973499","37.5761855","서울",,,"족발",,"20241231"
"감촌","서울특별시 종로구 종로 19","11","11110","126.9798503","37.5704585","서울",,,"순두부찌개","10000","20241231"
"유림낙지","서울특별시 종로구 종로 24-8","11","11110","126.9797089","37.5694989","서울",,,"낙지볶음","19500","20241231"
"원조유림낙지","서울특별시 종로구 종로 24-8","11","11110","126.9797089","37.5694989","서울",,,"낙지볶음","24900","20241231"
"미진","서울특별시 종로구 종로1가 24 르메이에르종로타운 1층 청진동 146","11","11110","126.9798503","37.5704585","서울",,,"메밀",,"20241231"
"청진옥","서울특별시 종로구 종로3길 32","11","11110","126.9794773","37.571738","서울","http://www.cheongjinok.com/",,"해장국","9000","20241231"
"에베레스트레스토랑","서울특별시 종로구 종로51가길 2-1","11","11110","127.0125081","37.572594","서울","http://www.everestfood.com/",,"치킨네팔정식","10000","20241231"
"옛날민속집","서울특별시 종로구 진흥로 469","11","11110","126.9603747","37.6065179","서울",,,"콩비지","6000","20241231"
"와글와글족발","서울특별시 종로구 창신길 18","11","11110","127.0108189","37.5723823","서울",,,"족발 중","25000","20241231"
"와글와글족발","서울특별시 종로구 창신동 573-1","11","11110","127.0108189","37.5723823","서울",,,"족발",,"20241231"
"BLT 스테이크","서울특별시 종로구 청계천로 279","11","11110","127.0089126","37.5703941","서울","http://www.jwmarriottddm.com/pages/03bar/bar02.asp",,"티본","130000","20241231"
"북악정","서울특별시 종로구 평창36길 6","11","11110","126.9777236","37.6112676","서울","http://www.esang.co.kr/",,"한우 오늘의모둠","99000","20241231"
"인왕식당","서울특별시 종로구 필운대로6길 17-1","11","11110","126.9696594","37.5805134","서울",,,"소머리국밥","9000","20241231"
"메밀꽃필무렵","서울특별시 종로구 효자로 31-1","11","11110","126.9737027","37.5788861","서울",,,"메밀물만두","10000","20241231"
"억조","서울특별시 종로구 효제동 226-1","11","11110","127.0036603","37.5720729","서울",,,"복어",,"20241231"
"도마","서울특별시 종루구 관훈동 15-1","11","11110","126.9858943","37.5737843","서울",,,"흑돼지샤부샤부",,"20241231"
"인디테이블","서울특별시 중구 남대문로 5가 526","11","11140","126.975197","37.5564898","서울",,,"영국식 인도요리",,"20241231"
"부원면옥","서울특별시 중구 남대문시장4길 41-6 2층","11","11140","126.9776097","37.558436","서울",,,"물냉면","8500","20241231"
"닭진미강원집","서울특별시 중구 남대문시장길 22-20","11","11140","126.9770676","37.5595951","서울",,,"닭곰탕","8000","20241231"
"희락갈치","서울특별시 중구 남대문시장길 22-6","11","11140","126.9770883","37.5599063","서울",,,"갈치조림","10000","20241231"
"호남식당","서울특별시 중구 남창동 34-53","11","11140","126.9769687","37.5598228","서울",,,"갈치조림",,"20241231"
"용금옥","서울특별시 중구 다동 165-1","11","11140","126.9805385","37.567655","서울",,,"추탕",,"20241231"
"부민옥","서울특별시 중구 다동길 24-12","11","11140","126.9803135","37.5675077","서울",,,"육개장","9000","20241231"
"마복림떡볶이","서울특별시 중구 다산로35길 5","11","11140","127.0150984","37.5632072","서울",,,"2인세트","15000","20241231"
"함흥에겨울냉면","서울특별시 중구 동호로24길 21","11","11140","127.0052384","37.5601961","서울",,,"회냉면 9 000","9000","20241231"
"만나손칼국수","서울특별시 중구 동호로31길 29","11","11140","127.001131","37.56318","서울",,,"콩국수","7000","20241231"
"오장동흥남집","서울특별시 중구 마른내로 114","11","11140","127.000572","37.5642679","서울","http://www.오장동흥남집.com",,"회냉면","9000","20241231"
"평래옥","서울특별시 중구 마른내로 21-1","11","11140","126.99039","37.5649103","서울",,,"초계탕","12000","20241231"
"명동교자","서울특별시 중구 명동10길 29","11","11140","126.9857574","37.5625712","서울","http://www.mdkj.co.kr/",,"칼국수","9000","20241231"
"명동교자 본점","서울특별시 중구 명동10길 29","11","11140","126.9857574","37.5625712","서울","http://www.mdkj.co.kr/",,"칼국수","9000","20241231"
"영양센타","서울특별시 중구 명동2길 52","11","11140","126.9831247","37.5611099","서울",,,"통닭 (대)","17500","20241231"
"명동돈가스","서울특별시 중구 명동3길 8","11","11140","126.9835804","37.5640231","서울","http://mddongas.co.kr/",,"히레가스","14000","20241231"
"원조한치","서울특별시 중구 명동7길 14-5","11","11140","126.9846018","37.5645268","서울",,,"한치회","15000","20241231"
"하동관명동본점","서울특별시 중구 명동9길 12","11","11140","126.9851156","37.5644532","서울","http://www.hadongkwan.com/",,"곰탕","13000","20241231"
"미성옥","서울특별시 중구 명동길 25-11","11","11140","126.9838923","37.5641605","서울",,,"설렁탕","10000","20241231"
"샤이바나","서울특별시 중구 무교동 87","11","11140","126.9790126","37.5681575","서울",,,"미국가정식",,"20241231"
"오후청","서울특별시 중구 북창동 104","11","11140","126.9780033","37.562083","서울",,,"샤브샤브",,"20241231"
"대복","서울특별시 중구 세종대로14길 22","11","11140","126.97793","37.5627943","서울","http://www.복요리전문점.kr/",,"복찜 중","50000","20241231"
"대복집","서울특별시 중구 세종대로14길 22","11","11140","126.97793","37.5627943","서울","http://www.복요리전문점.kr/",,"된장찌개","6000","20241231"
"신성식당","서울특별시 중구 세종대로14길 22-3","11","11140","126.9780761","37.5626173","서울",,,"굴보쌈","35000","20241231"
"참숯꼼장어","서울특별시 중구 신당동 142-3","11","11140","127.0210002","37.5650199","서울",,,"등갈비구이",,"20241231"
"마복림떡뽁이","서울특별시 중구 신당동 292-112","11","11140","127.0150984","37.5632072","서울",,,"즉석떡볶이",,"20241231"
"원조남산왕돈까스","서울특별시 중구 예장동 8-53","11","11140","126.9861131","37.5573784","서울",,,"왕돈가스",,"20241231"
"안동장","서울특별시 중구 을지로 124","11","11140","126.9916169","37.5661357","서울",,,"굴짬뽕","9000","20241231"
"바오차이","서울특별시 중구 을지로 2가 148-28 지하 1층","11","11140","126.9879171","37.5652485","서울",,,"딤섬",,"20241231"
"이나니와 요스케","서울특별시 중구 을지로 6","11","11140","127.0068849","37.5677844","서울","http://www.food-biz.or.kr/",,"세이로 우동(간장쯔유  참깨미소 쯔유)","9000","20241231"
"뿌자2","서울특별시 중구 을지로 6가 18-71","11","11140","127.0068041","37.5668919","서울",,,"인도커리",,"20241231"
"원조녹두(녹두전 파전)","서울특별시 중구 을지로11길 26-2","11","11140","126.9909658","37.5675167","서울",,,"고기녹두","8000","20241231"
"조선옥","서울특별시 중구 을지로15길 6-5","11","11140","126.9935322","37.5667855","서울",,,"양념소갈비 250g","33000","20241231"
"산수갑산","서울특별시 중구 을지로20길 24","11","11140","126.9953168","37.5654189","서울",,,"순대국밥","6000","20241231"
"남포면옥","서울특별시 중구 을지로3길 24","11","11140","126.9816846","37.5671473","서울",,,"갈비탕","10000","20241231"
"안즈","서울특별시 중구 을지로5길 19","11","11140","126.9839928","37.5670582","서울",,,"로스카츠정식 소","15500","20241231"
"황평집","서울특별시 중구 인현동 2가 135-13","11","11140","126.9961296","37.5640672","서울",,,"닭곰탕",,"20241231"
"두툼","서울특별시 중구 중림동 200","11","11140","126.9653067","37.5581158","서울",,,"삼겹살",,"20241231"
"우래옥","서울특별시 중구 창경궁로 62-29","11","11140","126.9987367","37.56819","서울",,,"전통평양냉면","12000","20241231"
"은주정","서울특별시 중구 창경궁로8길 32","11","11140","126.9997513","37.5686841","서울",,,"쌈싸먹는김치찌개","7000","20241231"
"르 셰프 블루","서울특별시 중구 청파로 435-10 썸웨어77","11","11140","126.9686842","37.5585996","서울",,,"코스요리","100000","20241231"
"양미옥 을지로본점","서울특별시 중구 충무로 62","11","11140","126.9928059","37.5667656","서울",,,"대창","32000","20241231"
"통일집 을지로점","서울특별시 중구 충무로 68-12","11","11140","126.9931575","37.5672172","서울",,,"한우등심(400g)","64000","20241231"
"을지면옥","서울특별시 중구 충무로14길 2-1","11","11140","126.9928605","37.5677287","서울",,,"평양냉면","10000","20241231"
"전주중앙회관","서울특별시 중구 충무로1가 24-11","11","11140","126.9837722","37.561175","서울",,,"돌솥비빔밥",,"20241231"
"목멱산방","서울특별시 중구 퇴계로20길 71 1층 목멱산방","11","11140","126.9868776","37.5580853","서울","https://mmmroom.co.kr/",,"산방비빔밥","7500","20241231"
"사랑방칼국수","서울특별시 중구 퇴계로27길 46","11","11140","126.9913673","37.5632809","서울",,,"칼국수","6000","20241231"
"재구네닭발","서울특별시 중구 퇴계로86길 24","11","11140","127.0196544","37.564482","서울",,,"닭발구이","8000","20241231"
"유정집","서울특별시 중랑구 신내동 644","11","11260","127.0944499","37.6154907","서울",,,"차돌박이",,"20241231"
"언양기와집불고기","울산광역시 울주군 언양읍 헌양길 86","31","31710","129.122179","35.5653221","울산",,,"언양불고기","22000","20241231"
"저수지휴게실","울산광역시 울주군 청량읍 상보두현길 53","28","28710","129.2515887","35.5261116","울산",,,"매운 수제비","6000","20241231"
"서해안횟집","인천광역시 강화군 길상면 초지리 616-5","28","28710","126.5310062","37.6367862","인천",,,"전어",,"20241231"
"삼복호","인천광역시 강화군 길상면 해안남로619번길 24","28","28710","126.4962648","37.5984749","인천",,,"모듬회(1kg)","30000","20241231"
"외포왕꽃게탕","인천광역시 강화군 내가면 외포리 393-1","28","28710","126.38949","37.7048481","인천",,,"꽃게탕",,"20241231"
"충남서산집","인천광역시 강화군 내가면 중앙로 1198","28","28710","126.3915431","37.7049644","인천",,,"꽃게찜","120000","20241231"
"부암갈비","인천광역시 남동구 간석2동 130-12","28","28200","126.7140445","37.4629295","인천",,,"돼지갈비",,"20241231"
"부암갈비","인천광역시 남동구 간석2동 130-12","28","28200","126.7140445","37.4629295","인천",,,"생돼지갈비",,"20241231"
"처갓집추어탕","인천광역시 남동구 운연동 40-15","28","28200","126.766855","37.4436405","인천",,,"추어탕",,"20241231"
"쫄면가","인천광역시 미추홀구 주안 4동 409-2","28","28110","126.6869168","37.4545015","인천",,,"쫄면",,"20241231"
"신포찬누리닭강정","인천광역시 중구 내동 209-29","28","28110","126.6282515","37.4717357","인천",,,"닭강정",,"20241231"
"만다복","인천광역시 중구 북성동 2가 9-11","28","28110","126.6192465","37.4761037","인천",,,"짜장면",,"20241231"
"신포순대","인천광역시 중구 신포동 38-1","28","28110","126.6262736","37.4715289","인천",,,"순대볶음",,"20241231"
"만정수산","인천광역시 중구 중산동 1850-339","28","28110","126.543095","37.5114758","인천",,,"대하구이",,"20241231"
"목포신안18호횟집","인천광역시 중구 항동 7가 58-97","28","28110","126.6010049","37.4523155","인천",,,"회",,"20241231"
"남문식당","전라남도 강진군 강진읍 남성리 137-1","28","28110","126.7679475","34.6413737","전남",,,"남도한정식",,"20241231"
"금목서","전라남도 광양시 광양읍 칠성리 17-2","46","46230","127.5869929","34.9774748","전남",,,"광양불고기",,"20241231"
"청룡식당","전라남도 광양시 진월면 신아리 1191-28","46","46230","127.772403","34.9857445","전남",,,"재첩국",,"20241231"
"평화식당","전라남도 구례군 구례읍 북교길 12","46","46230","127.4634284","35.2099443","전남",,,"육회비빔밥","10000","20241231"
"하당먹거리","전라남도 목포시 신흥로 98","46","46110","126.4306904","34.8054184","전남",,,"낙지탕탕이 특대","89000","20241231"
"금메달식당","전라남도 목포시 후광대로143번길 8 독도프라자 101호","46","46110","126.4476335","34.8135449","전남",,,"홍어삼합","125000","20241231"
"순천만가든","전라남도 순천시 대대동 40-1","46","46150","127.5095363","34.8924646","전남",,,"짱뚱어전골",,"20241231"
"경도회관","전라남도 여수시 경호동 621-3","46","46130","127.7218499","34.7217906","전남",,,"갯장어샤브샤브",,"20241231"
"수협회센타","전라남도 완도군 완도읍 가용리 1100-1","46","46890","126.7500292","34.3260073","전남",,,"회3종",,"20241231"
"일억조식당","전라남도 완도군 완도읍 군내리 1260-1","46","46890","126.7502528","34.3179929","전남",,,"전복코스요리, 전복 물회",,"20241231"
"명희네음식점","전라남도 장흥군 장흥읍 토요시장2길 3-12","46","46890","126.9025996","34.6748738","전남",,,"한우된장물회","50000","20241231"
"연기식당","전라북도 고창군 아산면 선운대로 2727","45","45790","126.5997618","35.5085589","전북",,,"보통장어","35000","20241231"
"거시기삼계탕","전라북도 군산시 성산면 동군산로 275","45","45790","126.806772","35.9828524","전북",,,"옻삼계탕","23000","20241231"
"이연국수","전라북도 전주시 덕진구 견훤왕궁로 286-3","45","45111","127.1445581","35.8436148","전북",,,"잔치국수","3500","20241231"
"오선모옛날김밥","전라북도 전주시 완산구 삼천동 1가 601-11","45","45111","127.1195411","35.7989717","전북",,,"김밥",,"20241231"
"조점례남문피순대","전라북도 전주시 완산구 전동 3가 2-198","45","45111","127.1469645","35.8125144","전북",,,"피순대",,"20241231"
"메르밀진미집","전라북도 전주시 완산구 전주천동로 94","45","45111","127.1504089","35.8111345","전북",,,"냉.온 메밀소바?","8000","20241231"
"전주물갈비","전라북도 전주시 완산구 평화동 2가 872-10","45","45111","127.1356943","35.7895264","전북",,,"물갈비",,"20241231"
"치즈명가","전라북도 전주시 완산구 풍남동 3가 74-25","45","45111","127.1520961","35.8157719","전북",,,"치즈",,"20241231"
"치즈밸리참나무집","전북 임실군 성수면 도인2길 36","45","45750","127.3031378","35.6317219","전북",,,"치즈순두부","11000","20241231"
"오수수산","전북 임실군 오수면 춘향로 1934","45","45750","127.3116363","35.5608015","전북",,,"장어구이","69000","20241231"
"강남쌈밥","전북 임실군 운암면 강운로 1175-20 강남쌈밥","45","45750","127.1133311","35.6042971","전북",,,"참게장정식","19000","20241231"
"옥정호산장","전북 임실군 운암면 운정길 7","45","45750","127.10441","35.5937273","전북",,,"민물새우탕","60000","20241231"
"꽃돼지연탄구이","제주특별자치도 서귀포시 대포동 2238-2","50","50130","126.4439409","33.2422527","제주",,,"흑돼지근고기",,"20241231"
"오는정김밥","제주특별자치도 서귀포시 서귀동 254-6","45","45750","126.5676162","33.2496387","제주",,,"오는정김밥",,"20241231"
"우정회센타","제주특별자치도 서귀포시 서귀동 276-20","45","45750","126.5632633","33.2496691","제주",,,"꽁치김밥",,"20241231"
"바다의집","제주특별자치도 서귀포시 성산읍 오조리 366-1","45","45750","126.9192106","33.4694496","제주",,,"성게미역국",,"20241231"
"춘심이네","제주특별자치도 서귀포시 안덕면 창천리 160-4","45","45750","126.3705271","33.2645157","제주",,,"갈치구이",,"20241231"
"제주한라국수","제주특별자치도 서귀포시 중문동 2048-1","45","45750","126.424449","33.2502999","제주",,,"고기국수",,"20241231"
"해월정","제주특별자치도 제주시 구좌읍 종달리 608","50","50110","126.9096474","33.4922096","제주",,,"보말칼국수",,"20241231"
"돈해돈찜","제주특별자치도 제주시 오라2동 3162-3","50","50110","126.5026052","33.4819647","제주",,,"해물돼지갈비찜",,"20241231"
"큰손식당","충남 논산시 강경읍 금백로 158","44","44230","127.0171698","36.1649306","충남",,,"젓갈정식백반&삼겹살","12000","20241231"
"황산옥","충남 논산시 강경읍 금백로 34","44","44230","127.009283","36.1564872","충남",,,"우어무침&선어복탕","80000","20241231"
"왕곰탕식당","충남 부여군 부여읍 사비로108번길 13 충남 부여군 부여읍 구아리 151","44","44760","126.9119087","36.2824257","충남",,,"양탕&양수육","40000","20241231"
"삼정식당","충남 부여군 부여읍 성왕로 292","44","44760","126.9195892","36.2832604","충남",,,"한우파불고기&냉면","18000","20241231"
"동해원","충청남도 공주시 납다리길 22","44","44150","127.1479521","36.4503065","충남",,,"짜장면","7000","20241231"
"황해도전통손만두국","충청남도 공주시 우금티로 744","44","44150","127.1343303","36.451301","충남",,,"만두전골","7000","20241231"
"엄가네곰탕","충청남도 부여군 부여읍 나루터로 21-4","44","44760","126.9102113","36.2845669","충남",,,"갈비곰탕","11000","20241231"
"할머니곱창","충청남도 예산군 삽교읍 삽교로 221","44","44760","126.7534883","36.6860211","충남",,,"곱창 구이?","10000","20241231"
"화해당","충청남도 태안군 근흥면 근흥로 901-8","44","44760","126.2112447","36.7165946","충남",,,"간장게장과 찰돌솥밥","39000","20241231"
"어부명가","충청북도 단양군 단양읍 수변로 87","44","44760","128.3707183","36.983186","충북",,,"떡갈비정식","18000","20241231"
"두꺼비식당","충청북도 제천시 의림대로20길 21","44","44760","128.2148299","37.1415621","충북",,,"양푼갈비","12000","20241231"
"백로식당 신봉점","충청북도 청주시 흥덕구 1순환로 418","43","43113","127.4706494","36.6535615","충북",,,"한방양념불고기 (비조리)","12000","20241231"
